,LATITUDE,LONGITUDE,DATE,TIME,YEAR,ACCIDENT LANE,District,INTERSECTION,VICTIM,VICTIM AGE,VEHTYPE,DRIVACT,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,Cause,Neighbourh
391,43.684345,-79.56499000000001,2008-01-05T05:00:00.000Z,1935,2008,Local,Etobicoke York,Mid-Block,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Unknown,Willowridge-Martingrove-Richview (7)
392,43.716845,-79.25989,2010-12-11T05:00:00.000Z,1935,2010,Major Arterial,Scarborough,Intersection,Pedestrian,65 to 69,Other, ,Yes, , , , ,Unknown,Clairlea-Birchmount (120)
393,43.775892999999996,-79.320316,2016-01-17T05:00:00.000Z,1935,2016,Major Arterial,Scarborough,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Tam O'Shanter-Sullivan (118)
394,43.760417,-79.570071,2015-03-04T05:00:00.000Z,1935,2015,Minor Arterial,Etobicoke York,Intersection,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Humber Summit (21)
395,43.621545000000005,-79.52429000000001,2011-08-31T04:00:00.000Z,1937,2011,Major Arterial,Etobicoke York,Intersection,Passenger,75 to 79,Other, , , , , , ,Unknown,Islington-City Centre West (14)
396,43.734049,-79.260188,2016-10-02T04:00:00.000Z,1940,2016,Major Arterial,Scarborough,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Rain,Kennedy Park (124)
397,43.771440999999996,-79.455066,2013-10-05T04:00:00.000Z,1945,2013,Major Arterial,North York,Mid-Block,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Westminster-Branson (35)
398,43.661376000000004,-79.517581,2016-07-22T04:00:00.000Z,1948,2016,Minor Arterial,Etobicoke York,Intersection,Motorcycle Driver,30 to 34,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,Edenbridge-Humber Valley (9)
399,43.656096000000005,-79.409488,2016-11-02T04:00:00.000Z,1948,2016,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Rain,Trinity-Bellwoods (81)
400,43.672945,-79.36929,2009-12-17T05:00:00.000Z,1950,2009,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,60 to 64,Other, ,Yes, ,Yes, , ,Unknown,Cabbagetown-South St.James Town (71)
401,43.682852000000004,-79.35718100000001,2017-09-20T04:00:00.000Z,1953,2017,Minor Arterial,Toronto and East York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Broadview North (57)
402,43.767913,-79.271098,2015-09-20T04:00:00.000Z,2000,2015,Major Arterial,Scarborough,Intersection,Passenger,80 to 84, , , , ,Yes, , ,Unknown,Bendale (127)
403,43.687525,-79.396793,2014-09-18T04:00:00.000Z,2001,2014,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,75 to 79, , ,Yes, , , , ,Unknown,Yonge-St.Clair (97)
404,43.702868,-79.503825,2015-11-11T05:00:00.000Z,2004,2015,Major Arterial,Etobicoke York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Brookhaven-Amesbury (30)
405,43.680995,-79.36806,2017-07-08T04:00:00.000Z,2007,2017,Major Arterial,Toronto and East York,Mid-Block,Motorcycle Driver,35 to 39,Motorcycle,Driving Properly, , ,Yes,Yes, ,Unknown,Rosedale-Moore Park (98)
406,43.731845,-79.30559000000001,2009-09-11T04:00:00.000Z,2009,2009,Major Arterial,Scarborough,Intersection,Pedestrian,15 to 19,Other, ,Yes, ,Yes, , ,Unknown,Wexford/Maryvale (119)
407,43.594345000000004,-79.53399,2008-06-11T04:00:00.000Z,2010,2008,Major Arterial,Etobicoke York,Intersection,Pedestrian,60 to 64,Other, ,Yes, ,Yes, , ,Unknown,Long Branch (19)
408,43.681033,-79.428859,2015-03-20T04:00:00.000Z,2010,2015,Major Arterial,Toronto and East York,Intersection,Pedestrian,80 to 84, , ,Yes, , , , ,Unknown,Wychwood (94)
409,43.665820000000004,-79.352763,2015-04-04T04:00:00.000Z,2010,2015,Minor Arterial,Toronto and East York,Mid-Block,Pedestrian,60 to 64, , ,Yes, , , , ,Rain,North Riverdale (68)
410,43.657778,-79.373676,2016-11-24T05:00:00.000Z,2010,2016,Local,Toronto and East York,Mid-Block,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Moss Park (73)
411,43.733845,-79.26859,2012-12-20T05:00:00.000Z,2015,2012,Major Arterial,Scarborough,Intersection,Pedestrian,15 to 19,Other, ,Yes, ,Yes, , ,Rain,Ionview (125)
412,43.651472999999996,-79.367008,2016-03-23T04:00:00.000Z,2015,2016,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Freezing Rain,Moss Park (73)
413,43.658515,-79.35094000000001,2018-10-08T04:00:00.000Z,2015,2018,Major Arterial,Toronto and East York,Intersection,Cyclist,60 to 64,Bicycle, , ,Yes,Yes, , ,Unknown,South Riverdale (70)
414,43.711141999999995,-79.285129,2014-02-12T05:00:00.000Z,2017,2014,Major Arterial,Scarborough,Mid-Block,Pedestrian,15 to 19, , ,Yes, ,Yes, , ,Speeding,Clairlea-Birchmount (120)
415,43.677645,-79.41219,2008-07-13T04:00:00.000Z,2018,2008,Local,Toronto and East York,Mid-Block,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Casa Loma (96)
416,43.673945,-79.41469000000001,2010-12-23T05:00:00.000Z,2027,2010,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,40 to 44,Other, ,Yes, , , , ,Unknown,Casa Loma (96)
417,43.718745,-79.32799,2009-07-06T04:00:00.000Z,2030,2009,Expressway,North York,Mid-Block,Passenger,20 to 24,Other, , , ,Yes, , ,Speeding,Flemingdon Park (44)
418,43.718745,-79.32799,2009-07-06T04:00:00.000Z,2030,2009,Expressway,North York,Mid-Block,Driver,20 to 24,"Automobile, Station Wagon",Exceeding Speed Limit, , ,Yes, , ,Speeding,Flemingdon Park (44)
419,43.725945,-79.31939,2008-05-13T04:00:00.000Z,2030,2008,Major Arterial,North York,Mid-Block,Passenger,20 to 24,Other, , , ,Yes, , ,Speeding,Victoria Village (43)
420,43.725945,-79.31939,2008-05-13T04:00:00.000Z,2030,2008,Major Arterial,North York,Mid-Block,Passenger,15 to 19,Other, , , ,Yes, , ,Speeding,Victoria Village (43)
421,43.734460999999996,-79.419765,2016-05-01T04:00:00.000Z,2033,2016,Major Arterial,North York,Mid-Block,Pedestrian,90 to 94, , ,Yes, ,Yes, , ,Rain,Bedford Park-Nortown (39)
422,43.704845,-79.56349,2010-07-13T04:00:00.000Z,2035,2010,Major Arterial,Etobicoke York,Intersection,Driver,65 to 69,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, ,Yes,Disobeyed Traffic Control,West Humber-Clairville (1)
423,43.729457000000004,-79.22742,2015-12-03T05:00:00.000Z,2038,2015,Major Arterial,Scarborough,Mid-Block,Driver,30 to 34,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Cliffcrest (123)
424,43.750846,-79.58575,2018-11-01T04:00:00.000Z,2043,2018,Major Arterial,Etobicoke York,Intersection,Pedestrian,90 to 94, , ,Yes, ,Yes, , ,Unknown,Mount Olive-Silverstone-Jamestown (2)
425,43.765745,-79.40909,2010-10-07T04:00:00.000Z,2044,2010,Minor Arterial,North York,Mid-Block,Pedestrian,40 to 44,Other, ,Yes, ,Yes, , ,Unknown,Willowdale East (51)
426,43.634444,-79.43909000000001,2013-08-03T04:00:00.000Z,2048,2013,Expressway,Toronto and East York,Mid-Block,Passenger,15 to 19, , , , , , ,Yes,Unknown,South Parkdale (85)
427,43.800245000000004,-79.19909,2012-04-21T04:00:00.000Z,2050,2012,Expressway,Scarborough,Intersection,Pedestrian,55 to 59,Other, ,Yes, ,Yes, , ,Unknown,Malvern (132)
428,43.724711,-79.302638,2015-03-27T04:00:00.000Z,2053,2015,Major Arterial,Scarborough,Intersection,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Unknown,Clairlea-Birchmount (120)
429,43.782229,-79.29249899999999,2018-09-26T04:00:00.000Z,2053,2018,Major Arterial,Scarborough,Mid-Block,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Tam O'Shanter-Sullivan (118)
430,43.83705,-79.24901899999999,2017-08-27T04:00:00.000Z,2054,2017,Major Arterial,Scarborough,Mid-Block,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Speeding,Rouge (131)
431,43.728128999999996,-79.574641,2016-07-04T04:00:00.000Z,2055,2016,Major Arterial,Etobicoke York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Speeding,Rexdale-Kipling (4)
432,43.767378,-79.239131,2018-08-10T04:00:00.000Z,2055,2018,Minor Arterial,Scarborough,Intersection,Motorcycle Driver,70 to 74,Motorcycle,Driving Properly, , ,Yes,Yes, ,Unknown,Woburn (137)
433,43.762446000000004,-79.518886,2013-04-12T04:00:00.000Z,2056,2013,Major Arterial,Etobicoke York,Mid-Block,Pedestrian,50 to 54, , ,Yes, ,Yes, , ,Speeding,Black Creek (24)
434,43.706645,-79.42669000000001,2011-01-25T05:00:00.000Z,2058,2011,Major Arterial,North York,Mid-Block,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Unknown,Forest Hill North (102)
435,43.63745,-79.434711,2014-09-22T04:00:00.000Z,2059,2014,Major Arterial,Toronto and East York,Intersection,Pedestrian,35 to 39, , ,Yes, ,Yes, , ,Unknown,South Parkdale (85)
436,43.776445,-79.17369000000001,2012-12-18T05:00:00.000Z,2100,2012,Major Arterial,Scarborough,Intersection,Pedestrian,55 to 59,Other, ,Yes, ,Yes, , ,Unknown,West Hill (136)
437,43.633544,-79.570766,2013-12-03T05:00:00.000Z,2100,2013,Major Arterial,Etobicoke York,Intersection,Pedestrian,85 to 89, , ,Yes, ,Yes, , ,Unknown,Markland Wood (12)
438,43.802245,-79.19869,2008-12-13T05:00:00.000Z,2101,2008,Major Arterial,Scarborough,Mid-Block,Driver,30 to 34,"Automobile, Station Wagon",Improper Turn, , ,Yes, , ,Improper Turn,Rouge (131)
439,43.660933,-79.430408,2015-05-31T04:00:00.000Z,2104,2015,Major Arterial,Toronto and East York,Intersection,Pedestrian,35 to 39, , ,Yes, ,Yes, , ,Speeding,Dufferin Grove (83)
440,43.792746,-79.284488,2013-07-03T04:00:00.000Z,2105,2013,Collector,Scarborough,Mid-Block,Motorcycle Driver,25 to 29,Motorcycle,Lost control, , ,Yes,Yes, ,Speeding,Agincourt South-Malvern West (128)
441,43.660464000000005,-79.58357600000001,2014-05-08T04:00:00.000Z,2108,2014,Minor Arterial,Etobicoke York,Mid-Block,Motorcycle Driver,20 to 24,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,Eringate-Centennial-West Deane (11)
442,43.779645,-79.37889,2012-01-12T05:00:00.000Z,2110,2012,Local,North York,Mid-Block,Pedestrian,80 to 84,Other, ,Yes, ,Yes, , ,Unknown,Bayview Village (52)
443,43.808852,-79.171031,2015-08-09T04:00:00.000Z,2110,2015,Collector,Scarborough,Mid-Block,Pedestrian,35 to 39, , ,Yes, ,Yes, , ,Unknown,Rouge (131)
444,43.788653000000004,-79.4099,2016-04-09T04:00:00.000Z,2111,2016,Minor Arterial,North York,Intersection,Driver,30 to 34,"Automobile, Station Wagon",Disobeyed Traffic Control, , ,Yes, , ,Disobeyed Traffic Control,Newtonbrook East (50)
445,43.824481,-79.303623,2013-10-08T04:00:00.000Z,2115,2013,Major Arterial,Scarborough,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Milliken (130)
446,43.69047,-79.55945899999999,2015-05-27T04:00:00.000Z,2120,2015,Local,Etobicoke York,Intersection,Driver,15 to 19,"Automobile, Station Wagon",Other, , ,Yes, , ,Unknown,Willowridge-Martingrove-Richview (7)
447,43.797845,-79.31619,2008-08-17T04:00:00.000Z,2125,2008,Major Arterial,Scarborough,Mid-Block,Pedestrian,45 to 49,Other, ,Yes, ,Yes, , ,Unknown,L'Amoreaux (117)
448,43.763490999999995,-79.30125699999999,2017-09-27T04:00:00.000Z,2125,2017,Major Arterial,Scarborough,Intersection,Pedestrian,30 to 34, , ,Yes, ,Yes, , ,Speeding,Wexford/Maryvale (119)
449,43.763490999999995,-79.30125699999999,2017-09-27T04:00:00.000Z,2125,2017,Major Arterial,Scarborough,Intersection,Pedestrian,5 to 9, , ,Yes, ,Yes, , ,Speeding,Wexford/Maryvale (119)
450,43.643445,-79.39129,2009-03-25T04:00:00.000Z,2128,2009,Minor Arterial,Toronto and East York,Intersection,Pedestrian,25 to 29,Other, ,Yes, , , ,Yes,Rain,Waterfront Communities-The Island (77)
451,43.721343,-79.301288,2013-03-05T05:00:00.000Z,2128,2013,Major Arterial,Scarborough,Mid-Block,Pedestrian,35 to 39, , ,Yes, ,Yes, , ,Unknown,Victoria Village (43)
452,43.788245,-79.44669,2008-02-24T05:00:00.000Z,2132,2008,Major Arterial,North York,Mid-Block,Passenger,15 to 19,Other, , , ,Yes, , ,Alcohol,Westminster-Branson (35)
453,43.767646,-79.189586,2012-07-27T04:00:00.000Z,2133,2012,Major Arterial,Scarborough,Intersection,Cyclist,15 to 19,Bicycle, , ,Yes,Yes, , ,Unknown,West Hill (136)
454,43.829547,-79.274997,2017-09-28T04:00:00.000Z,2135,2017,Major Arterial,Scarborough,Mid-Block,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Milliken (130)
455,43.725703,-79.39442,2015-07-14T04:00:00.000Z,2137,2015,Local,North York,Intersection,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,Lawrence Park South (103)
456,43.742284999999995,-79.222949,2016-04-25T04:00:00.000Z,2139,2016,Major Arterial,Scarborough,Mid-Block,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Rain,Scarborough Village (139)
457,43.69625,-79.447673,2014-01-19T05:00:00.000Z,2145,2014,Major Arterial, ,Intersection,Pedestrian,35 to 39, , ,Yes, ,Yes, , ,Unknown,Oakwood Village (107)
458,43.820227,-79.246181,2016-03-31T04:00:00.000Z,2146,2016,Major Arterial,Scarborough,Intersection,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Rain,Rouge (131)
459,43.668845000000005,-79.393192,2009-08-31T04:00:00.000Z,2150,2009,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,30 to 34, , ,Yes, ,Yes, , ,Unknown,Bay Street Corridor (76)
460,43.819445,-79.24579,2008-09-08T04:00:00.000Z,2150,2008,Major Arterial,Scarborough,Mid-Block,Pedestrian,45 to 49,Other, ,Yes, ,Yes, , ,Rain,Rouge (131)
461,43.686811999999996,-79.44664300000001,2015-06-26T04:00:00.000Z,2150,2015,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Caledonia-Fairbank (109)
462,43.736445,-79.24899,2012-07-13T04:00:00.000Z,2151,2012,Major Arterial,Scarborough,Mid-Block,Pedestrian,45 to 49,Other, ,Yes, ,Yes, , ,Unknown,Kennedy Park (124)
463,43.837934999999995,-79.245151,2018-01-07T05:00:00.000Z,2151,2018,Major Arterial,Scarborough,Intersection,Pedestrian,20 to 24, , ,Yes, ,Yes, , ,Unknown,Rouge (131)
464,43.671935,-79.370654,2016-11-28T05:00:00.000Z,2153,2016,Major Arterial,Toronto and East York,Intersection,Passenger,25 to 29, , , , ,Yes, , ,Speeding,Cabbagetown-South St.James Town (71)
465,43.788445,-79.46399,2008-07-11T04:00:00.000Z,2155,2008,Major Arterial,North York,Mid-Block,Driver,30 to 34,"Automobile, Station Wagon",Lost control, , ,Yes, ,Yes,Speeding,Westminster-Branson (35)
466,43.780545000000004,-79.40669,2013-08-15T04:00:00.000Z,2201,2013,Minor Arterial,North York,Intersection,Motorcycle Driver,20 to 24,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,Willowdale East (51)
467,43.735163,-79.24737900000001,2015-05-13T04:00:00.000Z,2208,2015,Major Arterial,Scarborough,Intersection,Pedestrian,30 to 34, , ,Yes, ,Yes, , ,Unknown,Eglinton East (138)
468,43.790045,-79.35519000000001,2012-01-20T05:00:00.000Z,2214,2012,Collector,North York,Mid-Block,Driver,85 to 89,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Lost control,Don Valley Village (47)
469,43.675994,-79.45193,2014-08-07T04:00:00.000Z,2214,2014,Major Arterial,Toronto and East York,Mid-Block,Pedestrian,65 to 69, , ,Yes, , , , ,Unknown,Corso Italia-Davenport (92)
470,43.664344,-79.306186,2010-08-20T04:00:00.000Z,2215,2010,Major Arterial,Toronto and East York,Intersection,Pedestrian,15 to 19,Other, ,Yes, , , , ,Unknown,South Riverdale (70)
471,43.691545,-79.50099,2012-03-21T04:00:00.000Z,2215,2012,Major Arterial,Etobicoke York,Intersection,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Unknown,Mount Dennis (115)
472,43.781508,-79.49446400000001,2017-10-31T04:00:00.000Z,2223,2017,Major Arterial,North York,Intersection,Passenger,45 to 49, , , , ,Yes, , ,Unknown,York University Heights (27)
473,43.799145,-79.21289,2011-03-24T04:00:00.000Z,2225,2011,Major Arterial,Scarborough,Intersection,Pedestrian,20 to 24,Other, ,Yes, ,Yes, , ,Speeding,Malvern (132)
474,43.782145,-79.172488,2013-07-11T04:00:00.000Z,2225,2013,Minor Arterial,Scarborough,Intersection,Pedestrian,45 to 49, , ,Yes, ,Yes, , ,Unknown,Centennial Scarborough (133)
475,43.718745,-79.51839,2008-06-24T04:00:00.000Z,2226,2008,Major Arterial,Etobicoke York,Intersection,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Speeding,Downsview-Roding-CFB (26)
476,43.786906,-79.311565,2011-07-01T04:00:00.000Z,2229,2011,Major Arterial,Scarborough,Mid-Block,Pedestrian,60 to 64,Other, ,Yes, ,Yes, , ,Unknown,L'Amoreaux (117)
477,43.640776,-79.438091,2016-02-18T05:00:00.000Z,2230,2016,Local,Toronto East York,Intersection,Pedestrian,70 to 74, , ,Yes, , , , ,Unknown,Roncesvalles (86)
478,43.642066,-79.377452,2016-09-01T04:00:00.000Z,2230,2016,Major Arterial,Toronto and East York,Intersection,Motorcycle Driver,30 to 34,Motorcycle,Driving Properly, , ,Yes,Yes, ,Unknown,Waterfront Communities-The Island (77)
479,43.738906,-79.292102,2017-11-10T05:00:00.000Z,2233,2017,Major Arterial,Scarborough,Mid-Block,Pedestrian,55 to 59, , ,Yes, ,Yes, , ,Unknown,Wexford/Maryvale (119)
480,43.726145,-79.31829,2008-10-24T04:00:00.000Z,2235,2008,Major Arterial,North York,Intersection,Pedestrian,75 to 79,Other, ,Yes, ,Yes, , ,Rain,Victoria Village (43)
481,43.711345,-79.59279000000001,2010-09-26T04:00:00.000Z,2235,2010,Major Arterial,Etobicoke York,Intersection,Passenger,25 to 29,Other, , , ,Yes, , ,Alcohol & Speeding,West Humber-Clairville (1)
482,43.599005,-79.512874,2018-05-15T04:00:00.000Z,2237,2018,Major Arterial,Etobicoke York,Intersection,Passenger,25 to 29, , , , ,Yes, , ,Alcohol & Speeding,New Toronto (18)
483,43.755545,-79.245387,2013-07-05T04:00:00.000Z,2248,2013,Major Arterial,Scarborough,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Bendale (127)
484,43.667643,-79.342792,2013-10-01T04:00:00.000Z,1006,2013,Minor Arterial,Toronto and East York,Intersection,Pedestrian,55 to 59, , ,Yes, , , ,Yes,Unknown,North Riverdale (68)
485,43.763845,-79.24839,2010-12-18T05:00:00.000Z,2256,2010,Major Arterial,Scarborough,Mid-Block,Driver,55 to 59,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Unknown,Bendale (127)
486,43.648545,-79.34989,2010-02-28T05:00:00.000Z,2300,2010,Local,Toronto and East York,Mid-Block,Driver,50 to 54,"Automobile, Station Wagon",Exceeding Speed Limit, , ,Yes, , ,Speeding,South Riverdale (70)
487,43.760802000000005,-79.215762,2017-07-22T04:00:00.000Z,2305,2017,Minor Arterial,Scarborough,Mid-Block,Pedestrian,80 to 84, , ,Yes, ,Yes, , ,Unknown,Woburn (137)
488,43.651843,-79.397586,2013-06-06T04:00:00.000Z,2306,2013,Major Arterial,Toronto and East York,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Rain,Kensington-Chinatown (78)
489,43.702246,-79.296924,2014-08-17T04:00:00.000Z,2306,2014,Minor Arterial,North York,Intersection,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Unknown,Taylor-Massey (61)
490,43.736334,-79.438556,2018-05-20T04:00:00.000Z,2307,2018,Major Arterial,North York,Mid-Block,Driver,40 to 44,"Automobile, Station Wagon",Improper Lane Change, , ,Yes, , ,Speeding,Clanton Park (33)
491,43.637427,-79.41212,2015-04-01T04:00:00.000Z,2308,2015,Expressway,Toronto and East York,Mid-Block,Motorcycle Driver,unknown,Motorcycle,Exceeding Speed Limit, , , ,Yes, ,Speeding,Niagara (82)
492,43.755549,-79.34798,2017-10-04T04:00:00.000Z,2308,2017,Major Arterial,North York,Mid-Block,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Alcohol,Banbury-Don Mills (42)
493,43.637945,-79.45899,2010-09-26T04:00:00.000Z,2309,2010,Major Arterial,Toronto and East York,Intersection,Cyclist,25 to 29,Bicycle, , ,Yes,Yes, , ,Unknown,South Parkdale (85)
494,43.788287,-79.392772,2018-02-17T05:00:00.000Z,2319,2018,Major Arterial,North York,Mid-Block,Driver,45 to 49,"Automobile, Station Wagon",Exceeding Speed Limit, , ,Yes, , ,Speeding,Bayview Woods-Steeles (49)
495,43.674712,-79.396594,2015-06-13T04:00:00.000Z,2320,2015,Major Arterial,Toronto and East York,Intersection,Cyclist,25 to 29,Bicycle, , ,Yes,Yes, , ,Unknown,Annex (95)
496,43.748763000000004,-79.312076,2017-08-24T04:00:00.000Z,2325,2017,Major Arterial,Scarborough,Intersection,Pedestrian,55 to 59,"Automobile, Station Wagon", ,Yes, ,Yes, , ,Unknown,Wexford/Maryvale (119)
497,43.636344,-79.466892,2008-10-03T04:00:00.000Z,2327,2008,Expressway,Toronto and East York,Mid-Block,Motorcycle Driver,35 to 39,Motorcycle,Exceeding Speed Limit, , ,Yes,Yes, ,Speeding,South Parkdale (85)
498,43.696745,-79.50589000000001,2008-10-25T04:00:00.000Z,2329,2008,Collector,Etobicoke York,Mid-Block,Pedestrian,20 to 24,Other, ,Yes, ,Yes, , ,Unknown,Weston (113)
499,43.751868,-79.286601,2017-12-01T05:00:00.000Z,2330,2017,Major Arterial,Scarborough,Intersection,Pedestrian,65 to 69, , ,Yes, ,Yes, , ,Unknown,Dorset Park (126)
500,43.682341,-79.328265,2015-12-30T05:00:00.000Z,2339,2015,Major Arterial,Toronto and East York,Intersection,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Unknown,Greenwood-Coxwell (65)
501,43.814105,-79.213535,2018-04-21T04:00:00.000Z,2341,2018,Minor Arterial,Scarborough,Mid-Block,Driver,25 to 29,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Malvern (132)
502,43.780945,-79.27089000000001,2012-08-25T04:00:00.000Z,2350,2012,Local,Scarborough,Mid-Block,Driver,20 to 24,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,Agincourt South-Malvern West (128)
503,43.759245,-79.50789,2009-10-17T04:00:00.000Z,2352,2009,Major Arterial,Etobicoke York,Intersection,Passenger,60 to 64,Other, , , ,Yes, , ,Alcohol & Speeding,Glenfield-Jane Heights (25)
504,43.759245,-79.50789,2009-10-17T04:00:00.000Z,2352,2009,Major Arterial,Etobicoke York,Intersection,Passenger,40 to 44,Other, , , ,Yes, , ,Alcohol & Speeding,Glenfield-Jane Heights (25)
505,43.759245,-79.50789,2009-10-17T04:00:00.000Z,2352,2009,Major Arterial,Etobicoke York,Intersection,Passenger,20 to 24,Other, , , ,Yes, , ,Alcohol & Speeding,Glenfield-Jane Heights (25)
506,43.688479,-79.583987,2018-05-04T04:00:00.000Z,2354,2018,Major Arterial,Etobicoke York,Mid-Block,Pedestrian,60 to 64, , ,Yes, ,Yes, , ,Unknown,West Humber-Clairville (1)
507,43.72959,-79.471462,2015-09-30T04:00:00.000Z,2355,2015,Major Arterial,North York,Intersection,Motorcycle Passenger,20 to 24, , , , ,Yes,Yes, ,Speeding,Downsview-Roding-CFB (26)
508,43.816607,-79.211665,2017-05-05T04:00:00.000Z,2359,2017,Minor Arterial,Scarborough,Mid-Block,Driver,70 to 74, , , , ,Yes, , ,Unknown,Malvern (132)
509,43.737418,-79.244701,2013-11-24T05:00:00.000Z,1018,2013,Major Arterial,Scarborough,Mid-Block,Passenger,30 to 34, , , , ,Yes, , ,Speeding,Eglinton East (138)
510,43.760237,-79.50360400000001,2016-02-13T05:00:00.000Z,1018,2016,Major Arterial,Etobicoke York,Mid-Block,Pedestrian,70 to 74, , ,Yes, ,Yes, , ,Unknown,York University Heights (27)
511,43.700518,-79.42775300000001,2013-10-30T04:00:00.000Z,1022,2013,Major Arterial,Toronto and East York,Intersection,Pedestrian,Over 95, , ,Yes, ,Yes, , ,Unknown,Humewood-Cedarvale (106)
512,43.649821,-79.380771,2017-02-23T05:00:00.000Z,1022,2017,Major Arterial,Toronto and East York,Intersection,Pedestrian,75 to 79, , ,Yes, ,Yes, , ,Unknown,Bay Street Corridor (76)
513,43.647245,-79.40389,2011-01-11T05:00:00.000Z,1023,2011,Major Arterial,Toronto and East York,Intersection,Pedestrian,unknown,Other, ,Yes, , , , ,Unknown,Kensington-Chinatown (78)
514,43.804114,-79.330722,2014-07-08T04:00:00.000Z,1024,2014,Minor Arterial,Scarborough,Intersection,Passenger,85 to 89, , , , ,Yes, , ,Unknown,Steeles (116)
515,43.716307,-79.443202,2014-10-11T04:00:00.000Z,1024,2014,Expressway,North York,Intersection,Pedestrian,65 to 69, , ,Yes, , , , ,Unknown,Englemount-Lawrence (32)
516,43.821345,-79.31689,2008-02-28T05:00:00.000Z,1025,2008,Major Arterial,Scarborough,Intersection,Driver,60 to 64,"Automobile, Station Wagon",Driving Properly, , ,Yes, , ,Unknown,Steeles (116)
517,43.783245,-79.41639,2008-10-02T04:00:00.000Z,1025,2008,Major Arterial,North York,Mid-Block,Pedestrian,85 to 89,Other, ,Yes, ,Yes, , ,Unknown,Newtonbrook East (50)
518,43.767545,-79.20709000000001,2010-05-25T04:00:00.000Z,1028,2010,Minor Arterial,Scarborough,Mid-Block,Motorcycle Driver,50 to 54,Motorcycle,Driving Properly, , ,Yes,Yes, ,Unknown,Morningside (135)
519,43.633887,-79.520046,2018-07-29T04:00:00.000Z,1029,2018,Collector,Etobicoke York,Mid-Block,Motorcycle Driver,45 to 49,Motorcycle,Lost control, , , ,Yes, ,Lost control,Islington-City Centre West (14)
520,43.599963,-79.521175,2016-02-01T05:00:00.000Z,1033,2016,Collector,Etobicoke York,Intersection,Driver,85 to 89,"Automobile, Station Wagon",Lost control, , ,Yes, , ,Speeding,New Toronto (18)
521,43.633349,-79.435138,2015-09-06T04:00:00.000Z,1034,2015,Expressway,Toronto and East York,Mid-Block,Motorcycle Driver,55 to 59,Motorcycle,Lost control, , , ,Yes, ,Lost control,South Parkdale (85)
522,43.699245,-79.38669,2008-08-09T04:00:00.000Z,1035,2008,Major Arterial,Toronto and East York,Intersection,Pedestrian,80 to 84,Other, ,Yes, ,Yes, ,Yes,Unknown,Mount Pleasant East (99)
